OBJETID;COD_NDP;DECRETO_LU;DISTRITO;DIRECCION;PLANTA;UNIDADES_VUT;EXPEDIENTE_LU;TIPO;RESOLUCION_LU
663;11110799;Conceder;Distrito de Ciudad Lineal;CALLE VIRGEN DE AFRICA  35;BAJA;1;500/2021/09238;VIVIENDAS DE USO TURÍSTICO;13/01/2022
664;11002323;Conceder;Distrito de Centro;CALLE AMPARO 86;BAJA;1;500/2022/00023;VIVIENDAS DE USO TURÍSTICO;14/01/2022
665;11106793;Conceder;Distrito de Ciudad Lineal;CALLE SANTURCE 1;BAJA;3;500/2022/00104;VIVIENDAS DE USO TURÍSTICO;21/01/2022
666;11104344;Conceder;Distrito de Ciudad Lineal;CALLE SAN MARCELO  18;BAJA;1;500/2022/00106;VIVIENDAS DE USO TURÍSTICO;17/01/2022
667;11060106;Conceder;Distrito de Latina;CALLE ANTONIO ZAMORA  4;BAJA;1;500/2022/00180;VIVIENDAS DE USO TURÍSTICO;18/01/2022
668;11032004;Conceder;Distrito de Tetuan;CALLE VICENTE GACEO 21;BAJA;1;500/2022/00218;VIVIENDAS DE USO TURÍSTICO;21/01/2022
669;11018806;Conceder;Distrito de Salamanca;CALLE COSLADA 8;BAJA;1;500/2022/00309;VIVIENDAS DE USO TURÍSTICO;10/02/2022
670;11046635;Conceder;Distrito de Fuencarral-El Pardo;PLAZA MONDARIZ 9;BAJA Y SOTANO;1;500/2022/00506;VIVIENDAS DE USO TURÍSTICO;04/02/2022
671;11008493;Conceder;Distrito de Arganzuela;CALLE PEÑUELAS 20;BAJA;2;500/2022/00585;VIVIENDAS DE USO TURÍSTICO;10/02/2022
672;11061118;Conceder;Distrito de Latina;CALLE  GALIANA  16;BAJA;1;500/2022/00665;VIVIENDAS DE USO TURÍSTICO;09/02/2022
673;11005845;Conceder;Distrito de Centro;CALLE JESUS DEL VALLE 23;BAJA;1;500/2022/00677;VIVIENDAS DE USO TURÍSTICO;17/02/2022
674;11038590;Conceder;Distrito de Chamberí;CALLE ANDRES MELLADO  31;SOTANO;3;500/2022/00693;VIVIENDAS DE USO TURÍSTICO;08/02/2022
675;31008689;Conceder;Distrito de Hortaleza;CALLE SANTA ADELA 15;BAJA Y SOTANO;1;500/2022/00709;VIVIENDAS DE USO TURÍSTICO;17/02/2022
676;11027371;Conceder;Distrito de Chamartín;PLAZA ANDRES MANJON 7;BAJA;1;500/2022/00749;VIVIENDAS DE USO TURÍSTICO;17/02/2022
677;11118894;Conceder;Distrito de Hortaleza;AVENIDA CELIO VILLALBA 6;BAJA;1;500/2022/00792;VIVIENDAS DE USO TURÍSTICO;17/02/2022
678;11032333;Conceder;Distrito de Tetuan;CALLE MATILDE LANDA 28;BAJA;2;500/2022/00863;VIVIENDAS DE USO TURÍSTICO;17/02/2022
679;11024036;Conceder;Distrito de Chamartín;CALLE AGUSTIN DE ROJAS 7;BAJA;11;500/2022/00869;VIVIENDAS DE USO TURÍSTICO;22/02/2022
680;11009884;Conceder;Distrito de Arganzuela;CALLE TARRAGONA 2;BAJA;3;500/2022/00896;;17/02/2022
681;11001944;Conceder;Distrito de Centro;CALLE PEÑA DE FRANCIA 6;BAJA;1;500/2022/01201;VIVIENDAS DE USO TURÍSTICO;28/02/2022
682;11009398;Conceder;Distrito de Arganzuela;CALLE PUERTO DE MIRAVETE 11;BAJA;2;500/2022/01252;VIVIENDAS DE USO TURÍSTICO;28/02/2022
683;11028055;Conceder;Distrito de Tetuan;CALLE SAN RAIMUNDO 22;BAJA;1;500/2022/01321;;28/02/2022
684;11009908;Conceder;Distrito de Arganzuela;CALLE CANARIAS 38;1 BAJA, 1 SOTANO;2;500/2022/01349;VIVIENDAS DE USO TURÍSTICO;04/03/2022
685;11092581;Conceder;Distrito de Puente de Vallecas;CALLE MANUEL MAROTO 29;BAJA;7;500/2022/01567;VIVIENDAS DE USO TURÍSTICO;14/03/2022
686;11012340;Conceder;Distrito de Retiro;CALLE ALCALDE SAINZ DE BARANDA 28;BAJA;1;500/2022/01597;VIVIENDAS DE USO TURÍSTICO;11/03/2022
687;11000931;Conceder;Distrito de Centro;CALLE GRANADO 2;BAJA;2;500/2022/01616;VIVIENDAS DE USO TURÍSTICO;18/03/2022
688;11042482;Conceder;Distrito de Chamberí;CALLE BRAVO MURILLO 53;BAJA;1;500/2022/01697;VIVIENDAS DE USO TURÍSTICO;14/03/2022
689;31018886;Conceder;Distrito de Ciudad Lineal;CALLE ALCALA 222;BAJA;2;500/2022/01814;VIVIENDAS DE USO TURÍSTICO;24/03/2022
690;11002330;Conceder;Distrito de Centro;CALLE  MESON DE PAREDES  83;BAJA;1;500/2022/01912;VIVIENDAS DE USO TURÍSTICO;05/05/2022
691;11021904;Conceder;Distrito de Chamartín;CALLE FRANCISCO SILVELA  93;2 BAJA, 2 PRIMERA;4;500/2022/02052;VIVIENDAS DE USO TURÍSTICO;22/04/2022
692;11103602;Conceder;Distrito de Ciudad Lineal;TRAVESÍA POETA BLAS DE OTERO 6;BAJA;1;500/2022/02192;VIVIENDAS DE USO TURÍSTICO;22/04/2022
693;11042223;Conceder;Distrito de Chamberí;CALLE MAUDES 60;BAJA;1;500/2022/02239;VIVIENDAS DE USO TURÍSTICO;01/04/2022
694;11008709;Conceder;Distrito de Arganzuela;PASEO SANTA MARIA DE LA CABEZA 68;BAJA Y SOTANO;1;500/2022/02385;VIVIENDAS DE USO TURÍSTICO;01/04/2022
695;11029642;Conceder;Distrito de Tetuan;CALLE DULCINEA 46;BAJA;1;500/2022/02429;VIVIENDAS DE USO TURÍSTICO;01/04/2022
696;11104587;Conceder;Distrito de Ciudad Lineal;PLAZA BAMI 6;BAJA;1;500/2022/02482;VIVIENDAS DE USO TURÍSTICO;22/04/2022
697;11046475;Conceder;Distrito de Fuencarral-El Pardo;CALLE SARRIA 24;BAJA;1;500/2022/02538;VIVIENDAS DE USO TURÍSTICO;19/04/2022
698;11030099;Conceder;Distrito de Tetuan;CALLE JULIAN BESTEIRO 9;BAJA;1;500/2022/02542;VIVIENDAS DE USO TURÍSTICO;05/05/2022
699;11042482;Conceder;Distrito de Chamberí;CALLE BRAVO MURILLO 53;BAJA;1;500/2022/02545;VIVIENDAS DE USO TURÍSTICO;19/04/2022
700;11060672;Conceder;Distrito de Latina;CALLE JAIME VERA 9;BAJA;1;500/2022/02634;VIVIENDAS DE USO TURÍSTICO;19/04/2022
701;11002958;Conceder;Distrito de Centro;CALLE SAN COSME Y SAN DAMIAN 14;BAJA;1;500/2022/02655;VIVIENDAS DE USO TURÍSTICO;19/04/2022
702;11000977;Conceder;Distrito de Centro;CALLE DON PEDRO 5;BAJA;1;500/2022/02696;VIVIENDAS DE USO TURÍSTICO;22/04/2022
703;11017497;Conceder;Distrito de Salamanca;CALLE FRANCISCO SANTOS  18;BAJA;1;500/2022/02726;VIVIENDAS DE USO TURÍSTICO;22/04/2022
704;11002899;Conceder;Distrito de Centro;CALLE  SALITRE  26;BAJA;1;500/2022/02857;VIVIENDAS DE USO TURÍSTICO;22/04/2022
705;11038606;Conceder;Distrito de Chamberí;CALLE GAZTAMBIDE 18;BAJA Y SOTANO;1;500/2022/02935;VIVIENDAS DE USO TURÍSTICO;05/05/2022
706;11042482;Conceder;Distrito de Chamberí;CALLE BRAVO MURILLO 53;BAJA;1;500/2022/03042;VIVIENDAS DE USO TURÍSTICO;05/05/2022
707;11024035;Conceder;Distrito de Chamartín;CALLE AGUSTIN DE ROJAS   5;BAJA;9;500/2022/03052;VIVIENDAS DE USO TURÍSTICO;05/05/2022
708;11111259;Conceder;Distrito de Ciudad Lineal;CALLE CARIBE 4;BAJA;1;500/2022/03095;VIVIENDAS DE USO TURÍSTICO;08/05/2022
709;11042301;Conceder;Distrito de Chamberí;CALLE DON ALVARO DE BAZAN 1;BSOTANO;2;500/2022/03123;VIVIENDAS DE USO TURÍSTICO;08/05/2022
710;11039908;Conceder;Distrito de Chamberí;CALLE HARTZENBUSCH 5;BAJA Y SOTANO;1;500/2022/03137;VIVIENDAS DE USO TURÍSTICO;08/05/2022
711;11042482;Conceder;Distrito de Chamberí;CALLE BRAVO MURILLO 53;BAJA;1;500/2022/03236;VIVIENDAS DE USO TURÍSTICO;08/05/2022
712;11036500;Conceder;Distrito de Tetuan;CALLE ALGODONALES 3;BAJA;1;500/2022/03458;VIVIENDAS DE USO TURÍSTICO;30/05/2022
713;11032048;Conceder;Distrito de Tetuan;CALLE  MATILDE LANDA 9;BAJA;1;500/2022/03480;VIVIENDAS DE USO TURÍSTICO;10/06/2022
714;11032048;Conceder;Distrito de Tetuan;CALLE MATILDE LANDA  9;BAJA;1;500/2022/03481;VIVIENDAS DE USO TURÍSTICO;20/05/2022
715;11039908;Conceder;Distrito de Chamberí;CALLE HARTZENBUSCH 5;BAJA Y SOTANO;1;500/2022/03524;VIVIENDAS DE USO TURÍSTICO;30/05/2022
716;11096609;Conceder;Distrito de Puente de Vallecas;CALLE ANDALUCES 26;BAJA;4;500/2022/03540;VIVIENDAS DE USO TURÍSTICO;10/06/2022
717;11002527;Conceder;Distrito de Centro;CALLE MAGDALENA 22;BAJA;1;500/2022/03750;VIVIENDAS DE USO TURÍSTICO;10/06/2022
718;11030006;Conceder;Distrito de Tetuan;CALLE  ORENSE  37;PRIMERA;1;500/2022/03820;;15/06/2022
719;11036469;Conceder;Distrito de Tetuan;CALLE LAS NAVAS 3;BAJA;3;500/2022/03829;VIVIENDAS DE USO TURÍSTICO;30/05/2022
720;11005899;Conceder;Distrito de Centro;CALLE TESORO 21;BAJA;1;500/2022/03903;VIVIENDAS DE USO TURÍSTICO;30/05/2022
721;11029644;Conceder;Distrito de Tetuan;CALLE DULCINEA  50;BAJA;1;500/2022/03962;VIVIENDAS DE USO TURÍSTICO;26/05/2022
722;20105676;Conceder;Distrito de Tetuan;CALLE CEDROS 74;BAJA;3;500/2022/03989;;26/05/2022
723;20105676;Conceder;Distrito de Tetuan;CALLE CEDROS 74;BAJA;4;500/2022/03990;VIVIENDAS DE USO TURÍSTICO;26/05/2022
724;11043901;Conceder;Distrito de Fuencarral-El Pardo;CALLE CANTALEJO 3;BAJA;4;500/2022/04272;VIVIENDAS DE USO TURÍSTICO;30/05/2022
725;11036469;Conceder;Distrito de Tetuan;CALLE LAS NAVAS 3;BAJA;3;500/2022/04337;VIVIENDAS DE USO TURÍSTICO;16/06/2022
726;11001911;Conceder;Distrito de Centro;CALLE CARLOS ARNICHES 24;BAJA Y SOTANO;1;500/2022/04404;VIVIENDAS DE USO TURÍSTICO;28/06/2022
727;11029168;Conceder;Distrito de Tetuan;CALLE ISTURIZ 8;BAJA;3;500/2022/04430;VIVIENDAS DE USO TURÍSTICO;04/07/2022
728;11104586;Conceder;Distrito de Ciudad Lineal;PLAZA BAMI 5;BAJA;1;500/2022/04462;VIVIENDAS DE USO TURÍSTICO;10/06/2022
729;11127131;Conceder;Distrito de Villaverde;CALLE CERRO DE LOS ANGELES 2;BAJA;1;500/2022/04470;VIVIENDAS DE USO TURÍSTICO;04/07/2022
730;11008683;Conceder;Distrito de Arganzuela;CALLE CARVAJALES 9;BAJA;1;500/2022/04488;VIVIENDAS DE USO TURÍSTICO;04/07/2022
731;11015059;Conceder;Distrito de Salamanca;CALLE GENERAL DIAZ PORLIER 32;SOTANO;8;500/2022/04544;VIVIENDAS DE USO TURÍSTICO;28/06/2022
732;11010323;Conceder;Distrito de Arganzuela;CALLE  DELICIAS  29;BAJA;1;500/2022/04569;VIVIENDAS DE USO TURÍSTICO;04/07/2022
733;20149748;Conceder;Distrito de Fuencarral-El Pardo;PLAZA VILLAFRANCA DE LOS BARROS 4;BAJA Y SOTANO;1;500/2022/04620;;04/07/2022
734;11045672;Conceder;Distrito de Fuencarral-El Pardo;CALLE FERMIN CABALLERO 76;BAJA;1;500/2022/04627;VIVIENDAS DE USO TURÍSTICO;27/06/2022
735;11048497;Conceder;Distrito de Fuencarral-El Pardo;CALLE FUENTE CHICA 23;BAJA;1;500/2022/04629;VIVIENDAS DE USO TURÍSTICO;27/06/2022
736;11037417;Conceder;Distrito de Tetuan;PASEO DIRECCION 27;BAJA;1;500/2022/04630;VIVIENDAS DE USO TURÍSTICO;28/07/2022
737;11007471;Conceder;Distrito de Centro;CALLE CARRETAS 23;SEGUNDA;3;500/2022/04636;VIVIENDAS DE USO TURÍSTICO;28/06/2022
738;11037586;Conceder;Distrito de Tetuan;CALLE ALONSO NUÑEZ 18;BAJA;3;500/2022/04663;VIVIENDAS DE USO TURÍSTICO;27/06/2022
739;11040332;Conceder;Distrito de Chamberí;CALLE SANTISIMA TRINIDAD 33;BAJA;4;500/2022/04727;;27/06/2022
740;11048497;Conceder;Distrito de Fuencarral-El Pardo;CALLE FUENTE CHICA 23;BAJA;1;500/2022/04728;;19/08/2022
741;11062431;Conceder;Distrito de Latina;PLAZA  PATRIARCA EIJO Y GARAY  2;PRIMERA;1;500/2022/04784;;18/07/2023
742;11010438;Conceder;Distrito de Arganzuela;PASEO  SANTA MARIA DE LA CABEZA  21;BAJA;2;500/2022/05056;;07/07/2022
743;11074969;Conceder;Distrito de Carabanchel;CALLE PARQUE EUGENIA DE MONTIJO 74;BAJA;1;500/2022/05481;;16/08/2022
744;11001529;Conceder;Distrito de Centro;CALLE CONCEPCION JERONIMA 33;BAJA;1;500/2022/05593;;17/08/2022
745;20147583;Conceder;Distrito de Centro;CALLE LORETO Y CHICOTE 2;BAJA;1;500/2022/05672;;16/08/2022
746;31025254;Conceder;Distrito de Retiro;CALLE BARRILERO 5 E;BAJA;1;500/2022/05733;;16/08/2022
747;11007984;Conceder;Distrito de Arganzuela;CALLE JUAN DUQUE 21;BAJA;1;500/2022/05747;;16/08/2022
748;11002219;Conceder;Distrito de Centro;CALLE VENTORRILLO 11;BAJA;1;500/2022/05819;;31/07/2023
749;11001395;Conceder;Distrito de Centro;CALLE CARNERO 12;BAJA;1;500/2022/06011;;22/09/2022
750;11015440;Conceder;Distrito de Salamanca;CALLE HERMOSILLA 135;BAJA;1;500/2022/06477;;02/09/2022
751;11022985;Conceder;Distrito de Chamartín;CALLE PADRE CLARET 16;BAJA;3;500/2022/06565;;22/09/2022
752;31016329;Conceder;Distrito de Arganzuela;CALLE JOSE ANTONIO ZAPATA 10;BAJA;5;500/2022/06792;;20/10/2023
753;31016328;Conceder;Distrito de Arganzuela;CALLE JOSE ANTONIO ZAPATA 8;BAJA;5;500/2022/06793;;22/09/2022
754;11022093;Conceder;Distrito de Chamartín;CALLE CANILLAS 56;BAJA;6;500/2022/06806;;27/09/2022
755;11003284;Conceder;Distrito de Centro;CALLE FUCAR 15;BAJA;1;500/2022/06927;;28/09/2022
756;11033553;Conceder;Distrito de Tetuan;CALLE PLATANO 34;BAJA;1;500/2022/06943;;25/07/2023
757;11106538;Conceder;Distrito de Ciudad Lineal;CALLE JUAN BOSCAN 61;BAJA;2;500/2022/07012;;02/12/2022
758;11000095;Conceder;Distrito de Centro;CALLE FOMENTO 36;BAJA;1;500/2022/07088;;28/11/2022
